listing_id,type_id,price,region,microdistrict,street,coordinates,images,description,phone_number,private_seller,call_forwarding,reserved,sold_or_rented,area,type,accommodates_no._of_cars,link,add_date,modified,valid_till,selected,views_total,views_today,number,unique_item_number,features
59982,13,7200,Panevėžys,Skaistakalnis,Pajuostės pl.,"55.72942,24.39412","https://aruodas-img.dgn.lt/object_61_113974314/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974324/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974320/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974334/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974328/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974332/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974336/panevezys-skaistakalnis-pajuostes-pl.jpg","Parduodamas Dembavoje mūrinis garažas ""Žibintas"" bendrijoje, Dembavos 29,  42kv. ploto, ilgis 6.20 metro plotis 3.50 metro, viršutinis plotas 21.7 kvadrato,su rusiu 42 kvadratai bendro ploto.Įvažiavimas stebimas vaizdo kameromis. KAINA 7200e 

KITAS GARAŽAS: Parduodamas Dembavoje mūrinis garažas šalia mokyklos ir degalines. Garažai yra Dembavos gatve 29 ""Žibintas"" bendrija. Garažo ilgis 6.10 metro, plotis 3.40 metro. Po visu garažu yra rusys- duobė. Bendro ploto su rusiu 41kv.
KAINA 7200e",+37069128053,True,True,False,False,42.0,For sale,1,m.aruodas.lt/13-59982,2023-11-09,2024-02-08,2025-02-02,6,479,39,,,
33209,13,49000,Vilnius,Senamiestis,Bokšto g.,"54.67876,25.29157","https://aruodas-img.dgn.lt/object_61_89487595/vilnius-senamiestis-boksto-g.jpg,https://aruodas-img.dgn.lt/object_61_89486801/vilnius-senamiestis-boksto-g.jpg,https://aruodas-img.dgn.lt/object_61_89487591/vilnius-senamiestis-boksto-g.jpg,https://aruodas-img.dgn.lt/object_61_89487593/vilnius-senamiestis-boksto-g.jpg","Parduodamos įvairių dydžių (nuo 16 iki 50 kvm) stovėjimo vietos erdviame požeminiame garaže.  Ventiliacija, CO ištraukimas, priešgaisrinė sistema, stebėjimo kameros, modernus apšvietimas, numerių nuskaitymas, vartų atidarymas mobiliu skambučiu.",+37069128837,True,True,False,False,16.0,For sale,1,m.aruodas.lt/13-33209,2022-06-04,2023-12-24,2024-12-18,24,5535,17,14,,
61239,13,13900,Vilnius,Grigiškės,Vilniaus g.,"54.67009,25.10184","https://aruodas-img.dgn.lt/object_61_114845757/vilnius-grigiskes-vilniaus-g.jpg,https://aruodas-img.dgn.lt/object_61_114847463/vilnius-grigiskes-vilniaus-g.jpg","Parduodamas sausas garažas Grigiškėse, Vilniaus g.59. Kaina apie 13900. Kaina derinama.",+37066394152,True,True,False,False,,For sale,1,m.aruodas.lt/13-61239,2024-01-05,2024-01-26,2024-12-30,1,307,16,59,,
61167,13,35000,Vilnius,Naujamiestis,K. Donelaičio g.,"54.68007,25.25107","https://aruodas-img.dgn.lt/object_61_114792133/vilnius-naujamiestis-k-donelaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_114792131/vilnius-naujamiestis-k-donelaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_114792397/vilnius-naujamiestis-k-donelaicio-g.jpg,https://aruodas-img.dgn.lt/object_61_114792135/vilnius-naujamiestis-k-donelaicio-g.jpg","Parduodamas mūrinis garažas su išpirkta žemės sklypo dalimi K. Donelaičio g. 12B, Naujamiestyje.
Garažo plotas 17,3 kv. m., priklausanti žemės sklypo dalis 0,33a.
Strategiškai patogi lokacija, geras privažiavimas. Garažo patalpos sausos, yra elektros įvadas, galima įsirengti elektromobilio krovimo stotelę, yra duobė, garažo vartai metaliniai.
Garažas unikalioje vietoje.

BENDRA INFORMACIJA:
✔ Tipas: Mūrinis, antžeminis;
✔ Plotas: 17,3 kv. m.;
✔ Garažui priklausantis žemės sklypas: 0,33a;
✔ Elektra: yra;
✔ Duobė: yra;
✔ Pardavimo kaina: 35 000 Eur

Garažas miesto centre, puiki investicija.
Yra galimybė įsigyti kelis garažus šioje vietoje.",+37066391473,True,True,False,False,"17,3",For sale,1,m.aruodas.lt/13-61167,2024-01-02,2024-01-29,2024-12-27,6,443,16,12B,,Pit
61347,13,18300,Vilnius,Žirmūnai,Minties g.,"54.70672,25.30151","https://aruodas-img.dgn.lt/object_61_114951865/vilnius-zirmunai-minties-g.jpg,https://aruodas-img.dgn.lt/object_61_114951867/vilnius-zirmunai-minties-g.jpg","Parduodamas sausas garažas šalia Šiaurės miestelio, Minties g.1a.",+37066648438,True,True,False,False,"17,25",For sale,1,m.aruodas.lt/13-61347,2024-01-11,2024-02-06,2025-01-05,15,774,29,,,
53957,13,48000,Klaipėda,Balandžių g.,Balandžių g.,"55.69038,21.14511","https://aruodas-img.dgn.lt/object_61_110271333/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_109041881/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090703/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090701/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090707/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090711/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090715/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090717/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090721/klaipeda-balandziu-g.jpg","Parduodami 3 sujungti garažai balandžių gatvėje, šalia daugiaaukščio ""Pilsoto"" ir naujosios perkelos. Yra 3 duobės, elektra, krosnis, tualetas, dušas. Įvažiavimas tiesiai nuo Agluonos g. Daugiau informacijos telefonu",+37066395392,True,True,False,False,"68,82",For sale,3,m.aruodas.lt/13-53957,2023-03-10,2024-01-08,2025-01-02,12,1949,23,2A,,Pit
51200,13,12000,Vilnius,Antakalnis,Vytauto Žalakevičiaus g.,"54.72623,25.32072","https://aruodas-img.dgn.lt/object_61_107036162/vilnius-antakalnis-vytauto-zalakeviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_107036186/vilnius-antakalnis-vytauto-zalakeviciaus-g.jpg",,+37069127190,True,True,False,False,,For sale,1,m.aruodas.lt/13-51200,2023-12-18,2023-12-18,2024-12-12,4,737,13,,,
53957,13,48000,Klaipėda,Balandžių g.,Balandžių g.,"55.69038,21.14511","https://aruodas-img.dgn.lt/object_61_110271333/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_109041881/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090703/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090701/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090707/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090711/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090715/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090717/klaipeda-balandziu-g.jpg,https://aruodas-img.dgn.lt/object_61_110090721/klaipeda-balandziu-g.jpg","Parduodami 3 sujungti garažai balandžių gatvėje, šalia daugiaaukščio ""Pilsoto"" ir naujosios perkelos. Yra 3 duobės, elektra, krosnis, tualetas, dušas. Įvažiavimas tiesiai nuo Agluonos g. Daugiau informacijos telefonu",+37066395392,True,True,False,False,"68,82",For sale,3,m.aruodas.lt/13-53957,2023-03-10,2024-01-08,2025-01-02,12,1949,23,2A,,Pit
61239,13,13900,Vilnius,Grigiškės,Vilniaus g.,"54.67009,25.10184","https://aruodas-img.dgn.lt/object_61_114845757/vilnius-grigiskes-vilniaus-g.jpg,https://aruodas-img.dgn.lt/object_61_114847463/vilnius-grigiskes-vilniaus-g.jpg","Parduodamas sausas garažas Grigiškėse, Vilniaus g.59. Kaina apie 13900. Kaina derinama.",+37066394152,True,True,False,False,,For sale,1,m.aruodas.lt/13-61239,2024-01-05,2024-01-26,2024-12-30,1,307,16,59,,
33209,13,49000,Vilnius,Senamiestis,Bokšto g.,"54.67876,25.29157","https://aruodas-img.dgn.lt/object_61_89487595/vilnius-senamiestis-boksto-g.jpg,https://aruodas-img.dgn.lt/object_61_89486801/vilnius-senamiestis-boksto-g.jpg,https://aruodas-img.dgn.lt/object_61_89487591/vilnius-senamiestis-boksto-g.jpg,https://aruodas-img.dgn.lt/object_61_89487593/vilnius-senamiestis-boksto-g.jpg","Parduodamos įvairių dydžių (nuo 16 iki 50 kvm) stovėjimo vietos erdviame požeminiame garaže.  Ventiliacija, CO ištraukimas, priešgaisrinė sistema, stebėjimo kameros, modernus apšvietimas, numerių nuskaitymas, vartų atidarymas mobiliu skambučiu.",+37069128837,True,True,False,False,16.0,For sale,1,m.aruodas.lt/13-33209,2022-06-04,2023-12-24,2024-12-18,24,5535,17,14,,
61459,13,35000,Klaipėda,Senamiestis,Danės g.,"55.71173,21.1355","https://aruodas-img.dgn.lt/object_61_115061429/klaipeda-senamiestis-danes-g.jpg,https://aruodas-img.dgn.lt/object_61_115037313/klaipeda-senamiestis-danes-g.jpg,https://aruodas-img.dgn.lt/object_61_115061427/klaipeda-senamiestis-danes-g.jpg","PARDUODA SAVININKAS
Danės g. 23 kieme parduodamas garažas

30kv. m. garažas naujais suremontuotas, pakeistas stogas, garažo vartai. Išbetonuotos grindys. Yra įvesta signalizacija. Garaže telpa automobilis ir dar pakankamai vietos lieka keliems motociklams, dviračiams ir t.t.",+37066391542,True,True,False,False,30.0,For sale,1,m.aruodas.lt/13-61459,2024-01-16,2024-02-08,,5,338,19,23,,"Security, automatic gates"
61061,13,10500,Panevėžys,Ateities g.,Ateities g.,"55.73511,24.31579",https://aruodas-img.dgn.lt/object_61_114707501/panevezys-ateities-g.jpg,"Šį turtą galima įsigyti išsimokėtinai, nevertinant amens turto ir gaunamų pajamų. Garažą galima nuomoti, nuomos kaina 50 Eur/mėn ir mokesčiai.",+37066392969,True,True,False,False,"16,01",For sale,1,m.aruodas.lt/13-61061,2023-12-28,2024-01-23,2024-12-22,3,411,18,19,2799-0000-7010:0073,"Security, water, heating"
61063,13,7500,Vilnius,Pilaitė,Gilužio g.,"54.70632,25.16165",https://aruodas-img.dgn.lt/object_61_114711719/vilnius-pilaite-giluzio-g.jpg,Parduodu antzemine auto aikstele.,+37066807566,True,True,False,False,,For sale,1,m.aruodas.lt/13-61063,2023-12-28,2024-01-17,2024-12-22,2,413,16,57,,
59468,13,15000,Vilnius,Šnipiškės,Linkmenų g.,"54.70597,25.27149",,Linkmenu 19,+37066648276,True,True,False,False,,For sale,1,m.aruodas.lt/13-59468,2023-10-18,2024-01-13,2025-01-10,2,203,16,19,,Automatic gates
61459,13,35000,Klaipėda,Senamiestis,Danės g.,"55.71173,21.1355","https://aruodas-img.dgn.lt/object_61_115061429/klaipeda-senamiestis-danes-g.jpg,https://aruodas-img.dgn.lt/object_61_115037313/klaipeda-senamiestis-danes-g.jpg,https://aruodas-img.dgn.lt/object_61_115061427/klaipeda-senamiestis-danes-g.jpg","PARDUODA SAVININKAS
Danės g. 23 kieme parduodamas garažas

30kv. m. garažas naujais suremontuotas, pakeistas stogas, garažo vartai. Išbetonuotos grindys. Yra įvesta signalizacija. Garaže telpa automobilis ir dar pakankamai vietos lieka keliems motociklams, dviračiams ir t.t.",+37066391542,True,True,False,False,30.0,For sale,1,m.aruodas.lt/13-61459,2024-01-16,2024-02-08,,5,338,19,23,,"Security, automatic gates"
61217,13,18000,Vilnius,Naujininkai,Prūsų g.,"54.65984,25.26515","https://aruodas-img.dgn.lt/object_61_114839645/vilnius-naujininkai-prusu-g.jpg,https://aruodas-img.dgn.lt/object_61_114839649/vilnius-naujininkai-prusu-g.jpg,https://aruodas-img.dgn.lt/object_61_114839647/vilnius-naujininkai-prusu-g.jpg,https://aruodas-img.dgn.lt/object_61_114834023/vilnius-naujininkai-prusu-g.jpg,https://aruodas-img.dgn.lt/object_61_114834025/vilnius-naujininkai-prusu-g.jpg,https://aruodas-img.dgn.lt/object_61_114834027/vilnius-naujininkai-prusu-g.jpg","Parduodamas vertas dėmesio garažas, apatinė eilė (prie tūkstantmečio g.). T formos duobė. Katik sumontuoti nauji vartai.",+37066392397,True,True,False,False,"16,6",For sale,1,m.aruodas.lt/13-61217,2024-01-04,2024-01-05,2024-12-29,8,491,18,32A,,"Pit, basement"
48544,13,10000,Vilnius,Naujamiestis,Gerosios Vilties g.,"54.6684,25.2488","https://aruodas-img.dgn.lt/object_61_104939566/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939394/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939548/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939416/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939542/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939422/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939592/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939432/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939456/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939604/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939468/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939612/vilnius-naujamiestis-gerosios-vilties-g.jpg","PARDUODAMOS PARKAVIMO VIETOS VILNIUJE, NAUJAMIESTYJE, GEROSIOS VILTIES G. 27 , POŽEMINĖJE AUTOMOBILIŲ STOVĖJIMO AIKŠTELĖJE.

Parduodamos parkavimo vietos požeminėje automobilių stovėjimo aikštelėje esančioje po gyvenamuoju namu.

Įvažiavimas į požeminę aikštelę turi automatinius vartus.

Yra galimybė įsigyti daugiau negu vieną vietą.

LUCKY HOMES - viskas, ko reikia laimingam gyvenimui!
www.luckyhomes.lt",+37069128958,True,True,False,False,13.0,For sale,1,m.aruodas.lt/13-48544,2024-01-26,2024-01-26,2025-01-20,18,1481,20,27,,"Automatic gates, lock, fenced, under the roof"
55987,13,12800,Kaunas,Islandijos pl.,Islandijos pl.,"54.93448,23.9641","https://aruodas-img.dgn.lt/object_61_113219052/kaunas-islandijos-pl.jpg,https://aruodas-img.dgn.lt/object_61_113219282/kaunas-islandijos-pl.jpg,https://aruodas-img.dgn.lt/object_61_110791399/kaunas-islandijos-pl.jpg,https://aruodas-img.dgn.lt/object_61_110791403/kaunas-islandijos-pl.jpg,https://aruodas-img.dgn.lt/object_61_110791405/kaunas-islandijos-pl.jpg,https://aruodas-img.dgn.lt/object_61_110791407/kaunas-islandijos-pl.jpg,https://aruodas-img.dgn.lt/object_61_110816739/kaunas-islandijos-pl.jpg,https://aruodas-img.dgn.lt/object_61_110816743/kaunas-islandijos-pl.jpg,https://aruodas-img.dgn.lt/object_61_110791397/kaunas-islandijos-pl.jpg","Sausas šiltas ,pietinė pusė ,pusduobė per visą garažo ilgį. Nauji garažo vartai. +37066809283",+37066809283,True,True,False,False,"18,88",For sale,1,m.aruodas.lt/13-55987,2023-06-05,2024-01-13,2025-01-07,16,1585,25,83,,Pit
54359,13,23900,Vilnius,Naujamiestis,Mindaugo g.,"54.67182,25.27511","https://aruodas-img.dgn.lt/object_61_109365953/vilnius-naujamiestis-mindaugo-g.jpg,https://aruodas-img.dgn.lt/object_61_109365955/vilnius-naujamiestis-mindaugo-g.jpg,https://aruodas-img.dgn.lt/object_61_109365957/vilnius-naujamiestis-mindaugo-g.jpg,https://aruodas-img.dgn.lt/object_61_109365959/vilnius-naujamiestis-mindaugo-g.jpg,https://aruodas-img.dgn.lt/object_61_109365961/vilnius-naujamiestis-mindaugo-g.jpg,https://aruodas-img.dgn.lt/object_61_109365963/vilnius-naujamiestis-mindaugo-g.jpg","Vilnius, Naujamiestis, Mindaugo g., parking place in the underground parking lot
Parking space for sale in an underground car park (OSLO NAMAI, Mindaugo g. 27)

The parking lot is equipped with an automatic gate control system, CCTV cameras, autonomous and convenient access from Kauno Street and the inner street near the Comfort Hotel.",+37069124088,True,True,False,False,,For sale,1,m.aruodas.lt/13-54359,2023-08-29,2023-12-27,2024-12-21,6,633,13,,,"Security, automatic gates, under the roof"
56974,13,8700,Kauno r. sav.,Užliedžių k.,Ledos g.,"54.96579,23.81328","https://aruodas-img.dgn.lt/object_61_111644852/kauno-r-sav-uzliedziu-k-ledos-g.jpg,https://aruodas-img.dgn.lt/object_61_111644854/kauno-r-sav-uzliedziu-k-ledos-g.jpg,https://aruodas-img.dgn.lt/object_61_111644856/kauno-r-sav-uzliedziu-k-ledos-g.jpg,https://aruodas-img.dgn.lt/object_61_111644862/kauno-r-sav-uzliedziu-k-ledos-g.jpg,https://aruodas-img.dgn.lt/object_61_111644864/kauno-r-sav-uzliedziu-k-ledos-g.jpg,https://aruodas-img.dgn.lt/object_61_111644866/kauno-r-sav-uzliedziu-k-ledos-g.jpg,https://aruodas-img.dgn.lt/object_61_111644868/kauno-r-sav-uzliedziu-k-ledos-g.jpg,https://aruodas-img.dgn.lt/object_61_111644922/kauno-r-sav-uzliedziu-k-ledos-g.jpg,https://aruodas-img.dgn.lt/object_61_111644870/kauno-r-sav-uzliedziu-k-ledos-g.jpg","Garažas 24.93 m2 
Info telefonu


Domina keitimas į sklypą (Domeikava, varluva, lapės, drąseikiai ir pan.)",+37066392870,True,True,False,False,"24,93",For sale,1,m.aruodas.lt/13-56974,2023-07-17,2024-01-29,2025-01-23,3,887,22,,4400-1962-7611:6972,"Automatic gates, basement"
59982,13,7200,Panevėžys,Skaistakalnis,Pajuostės pl.,"55.72942,24.39412","https://aruodas-img.dgn.lt/object_61_113974314/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974324/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974320/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974334/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974328/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974332/panevezys-skaistakalnis-pajuostes-pl.jpg,https://aruodas-img.dgn.lt/object_61_113974336/panevezys-skaistakalnis-pajuostes-pl.jpg","Parduodamas Dembavoje mūrinis garažas ""Žibintas"" bendrijoje, Dembavos 29,  42kv. ploto, ilgis 6.20 metro plotis 3.50 metro, viršutinis plotas 21.7 kvadrato,su rusiu 42 kvadratai bendro ploto.Įvažiavimas stebimas vaizdo kameromis. KAINA 7200e 

KITAS GARAŽAS: Parduodamas Dembavoje mūrinis garažas šalia mokyklos ir degalines. Garažai yra Dembavos gatve 29 ""Žibintas"" bendrija. Garažo ilgis 6.10 metro, plotis 3.40 metro. Po visu garažu yra rusys- duobė. Bendro ploto su rusiu 41kv.
KAINA 7200e",+37069128053,True,True,False,False,42.0,For sale,1,m.aruodas.lt/13-59982,2023-11-09,2024-02-08,2025-02-02,6,479,39,,,
51200,13,12000,Vilnius,Antakalnis,Vytauto Žalakevičiaus g.,"54.72623,25.32072","https://aruodas-img.dgn.lt/object_61_107036162/vilnius-antakalnis-vytauto-zalakeviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_107036186/vilnius-antakalnis-vytauto-zalakeviciaus-g.jpg",,+37069127190,True,True,False,False,,For sale,1,m.aruodas.lt/13-51200,2023-12-18,2023-12-18,2024-12-12,4,737,13,,,
51200,13,12000,Vilnius,Antakalnis,Vytauto Žalakevičiaus g.,"54.72623,25.32072","https://aruodas-img.dgn.lt/object_61_107036162/vilnius-antakalnis-vytauto-zalakeviciaus-g.jpg,https://aruodas-img.dgn.lt/object_61_107036186/vilnius-antakalnis-vytauto-zalakeviciaus-g.jpg",,+37069127190,True,True,False,False,,For sale,1,m.aruodas.lt/13-51200,2023-12-18,2023-12-18,2024-12-12,4,737,13,,,
60959,13,17600,Kaunas,Biržiškų g.,Biržiškų g.,"54.89748,23.96635",,Parduodama požeminė parkavimo vieta po 1E namu.,+37066396270,True,True,False,False,,For sale,1,m.aruodas.lt/13-60959,2023-12-19,2023-12-19,2024-12-13,2,294,13,1E,,
61063,13,7500,Vilnius,Pilaitė,Gilužio g.,"54.70632,25.16165",https://aruodas-img.dgn.lt/object_61_114711719/vilnius-pilaite-giluzio-g.jpg,Parduodu antzemine auto aikstele.,+37066807566,True,True,False,False,,For sale,1,m.aruodas.lt/13-61063,2023-12-28,2024-01-17,2024-12-22,2,413,16,57,,
56143,13,14000,Šiauliai,Centras,Draugystės pr.,"55.9266,23.31865","https://aruodas-img.dgn.lt/object_61_110935501/siauliai-centras-draugystes-pr.jpg,https://aruodas-img.dgn.lt/object_61_110935503/siauliai-centras-draugystes-pr.jpg","Kaledinė nuolaida tik iki gruodžio 5 !!!!!!!!!! Mūrinis garažas miesto centre

Parduodamas mūrinis garažas miesto  centre su duobe, geros bukles. Įvažiavimas iš Draugystės pr. Sausas, geri vartai. Tvarkinga bendrija, simbolinis metinis mokestis. Ka tik naujai sutvarkytas visiems garazams stogas.",+37066397985,True,True,True,False,22.0,For sale,1,m.aruodas.lt/13-56143,2023-06-11,2023-12-24,2024-12-09,10,1304,14,,,
54873,13,16000,Vilnius,Karoliniškės,Algimanto Petro Kavoliuko g.,"54.69761,25.21203","https://aruodas-img.dgn.lt/object_61_109781483/vilnius-karoliniskes-algimanto-petro.jpg,https://aruodas-img.dgn.lt/object_61_109781495/vilnius-karoliniskes-algimanto-petro.jpg,https://aruodas-img.dgn.lt/object_61_109781485/vilnius-karoliniskes-algimanto-petro.jpg,https://aruodas-img.dgn.lt/object_61_109781487/vilnius-karoliniskes-algimanto-petro.jpg,https://aruodas-img.dgn.lt/object_61_109781489/vilnius-karoliniskes-algimanto-petro.jpg,https://aruodas-img.dgn.lt/object_61_109781493/vilnius-karoliniskes-algimanto-petro.jpg,https://aruodas-img.dgn.lt/object_61_109781491/vilnius-karoliniskes-algimanto-petro.jpg,https://aruodas-img.dgn.lt/object_61_109781497/vilnius-karoliniskes-algimanto-petro.jpg,https://aruodas-img.dgn.lt/object_61_109781499/vilnius-karoliniskes-algimanto-petro.jpg,https://aruodas-img.dgn.lt/object_61_109781501/vilnius-karoliniskes-algimanto-petro.jpg,https://aruodas-img.dgn.lt/object_61_109781503/vilnius-karoliniskes-algimanto-petro.jpg,https://aruodas-img.dgn.lt/object_61_109781505/vilnius-karoliniskes-algimanto-petro.jpg","Parduodamas garažas Kavoliuko g. 8, Karoliniškėse, Vilniuje.
Garažo nr. 20

Geras variantas laikyti mašiną, nes garažas prie pat gyvenamųjų namų.
Galėsite įsirengti dirbtuvę ar mini autoservisą. Idealus variantas tiems, kas mėgsta krapštytis prie mašinų.
Garaže yra natūrali ventiliacija.
Įmontuotos lentynos. Garažas tinka reikalingiems/nereikalingiems daiktams sandėliuoti. Galėsite susidėti įvairius daiktus.
Geri vartai. Elektros instaliacija, yra rozetė, apšvietimas.
Geras privažiavimas.

Labai maži bendrijos mokesčiai - apie 50 eur į metus.

Garažo matmenys:
Plotas 17,59 kv.m.
Ilgis: 5.74 m.
Plotis: 2,86 m.
aukštis: 2,60 m.",+37061894346,True,True,False,False,17.0,For sale,1,m.aruodas.lt/13-54873,2024-01-28,2024-01-28,2025-01-22,28,1540,44,8,,
60959,13,17600,Kaunas,Biržiškų g.,Biržiškų g.,"54.89748,23.96635",,Parduodama požeminė parkavimo vieta po 1E namu.,+37066396270,True,True,False,False,,For sale,1,m.aruodas.lt/13-60959,2023-12-19,2023-12-19,2024-12-13,2,294,13,1E,,
61347,13,18300,Vilnius,Žirmūnai,Minties g.,"54.70672,25.30151","https://aruodas-img.dgn.lt/object_61_114951865/vilnius-zirmunai-minties-g.jpg,https://aruodas-img.dgn.lt/object_61_114951867/vilnius-zirmunai-minties-g.jpg","Parduodamas sausas garažas šalia Šiaurės miestelio, Minties g.1a.",+37066648438,True,True,False,False,"17,25",For sale,1,m.aruodas.lt/13-61347,2024-01-11,2024-02-06,2025-01-05,15,774,29,,,
48544,13,10000,Vilnius,Naujamiestis,Gerosios Vilties g.,"54.6684,25.2488","https://aruodas-img.dgn.lt/object_61_104939566/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939394/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939548/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939416/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939542/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939422/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939592/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939432/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939456/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939604/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939468/vilnius-naujamiestis-gerosios-vilties-g.jpg,https://aruodas-img.dgn.lt/object_61_104939612/vilnius-naujamiestis-gerosios-vilties-g.jpg","PARDUODAMOS PARKAVIMO VIETOS VILNIUJE, NAUJAMIESTYJE, GEROSIOS VILTIES G. 27 , POŽEMINĖJE AUTOMOBILIŲ STOVĖJIMO AIKŠTELĖJE.

Parduodamos parkavimo vietos požeminėje automobilių stovėjimo aikštelėje esančioje po gyvenamuoju namu.

Įvažiavimas į požeminę aikštelę turi automatinius vartus.

Yra galimybė įsigyti daugiau negu vieną vietą.

LUCKY HOMES - viskas, ko reikia laimingam gyvenimui!
www.luckyhomes.lt",+37069128958,True,True,False,False,13.0,For sale,1,m.aruodas.lt/13-48544,2024-01-26,2024-01-26,2025-01-20,18,1481,20,27,,"Automatic gates, lock, fenced, under the roof"
